Open,High,Low,Close,Adj Close,Volume,Date
0.9617042871805195,0.967940580718605,0.9616214334362378,0.9602290294162878,0.9602292254782592,0.11780144022388314,2024-06-03
0.9661590381267888,0.9626888028583191,0.9677020211962641,0.96574420188914,0.9657443498271305,0.060839220504419644,2024-06-04
0.9824543274736257,0.9844798117258746,0.9840483829848494,0.9808137045475489,0.980813876359284,0.07079877819869629,2024-06-05
0.9894490795015332,0.9902803417058397,0.9992103899571676,0.9907564471934771,0.9907565402515368,0.062453499880550156,2024-06-06
0.9974991143864487,0.9958456067731176,0.9879967946868993,0.9721137158372306,0.9721137926790127,0.0663825466707621,2024-06-07
0.9817899607885321,0.9883990596460244,0.9768623652640505,0.9773958645392284,0.9789571432050796,0.08691000307156752,2024-06-10
0.9917156300699923,0.9877719656260857,0.9852329787930421,0.9895135747310255,0.99108877522493,0.06370431043309102,2024-06-11
1.0075810070313036,1.0166960344137428,1.0037115166396038,1.000155388689517,1.0017426574866484,0.09952220060748782,2024-06-12
0.9926534472682647,0.9887125468530162,0.9948671129857205,0.9782503245413086,0.9798126512353851,0.07696750964130916,2024-06-13
0.9771163778790342,0.9904370255063584,0.9884864902788526,0.9909117173561521,0.9924884919925334,0.046291935428824954,2024-06-14
0.9859321457535359,0.9997648546932674,0.993524667466539,0.9940965335936183,0.9956769009530879,0.071131531347053,2024-06-17
1.0000781116816975,0.9918480169527086,0.9866543491677178,0.9759976033872602,0.977557426437476,0.07426623664721341,2024-06-18
0.9838220570574232,0.9905154870125723,0.9932877724040929,0.9857850758705131,0.9873560385743478,0.08376164636019248,2024-06-20
0.9977335686860167,1.0200821985942652,1.0059226175530747,1.0055928075541896,1.0071862912451117,0.45042831302685915,2024-06-21
1.019538653327179,1.0166960344137428,1.0230587098804549,1.0097097188750737,1.0113078843683116,0.09609143032661002,2024-06-24
1.018483608979123,1.0454632997949265,1.029968430359042,1.0469174279793871,1.04855793159998,0.10222944609398998,2024-06-25
